"","...1","Transaction unique identifier","Price","Date of Transfer","Property Type","Old/New","Duration","Town/City","District","County","PPDCategory Type","Record Status - monthly file only"
"5317",5317,"{C12B04E4-59C0-4531-A8CB-D17CF6F9DE32}",244950,2008-06-27,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5318",5318,"{F877F448-D56E-4A97-855F-BAD4FD15743B}",901000,2008-05-30,"D",FALSE,"F","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5319",5319,"{CC9D31B9-66D7-45C9-898F-2EC39CAECDF4}",308000,2008-06-18,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5320",5320,"{5B653DFD-8E42-413A-AFCA-9191CCE7B53D}",360000,2009-08-14,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5321",5321,"{7C651F38-5E61-4763-A294-E2363E02D9AA}",183000,2009-07-23,"D",FALSE,"F","EASTBOURNE","WEALDEN","EAST SUSSEX","A","A"
"5322",5322,"{2A289E9F-658D-CDC8-E050-A8C063054829}",802000,2008-02-12,"D",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"5323",5323,"{D7166169-5CEF-4529-AC1F-B9BEF98EF6BD}",186108,2008-05-30,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5324",5324,"{252BF687-563F-46CF-ACAD-B13459438F47}",322500,2008-07-24,"F",FALSE,"L","LEWES","LEWES","EAST SUSSEX","A","A"
"5325",5325,"{EAE06B06-1BCA-4CBB-8A2E-A747D5950F78}",445000,2009-05-15,"T",TRUE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5326",5326,"{4D4CB7A4-10E9-450C-AAC5-1334318B9243}",1e+05,2008-03-28,"F",TRUE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5327",5327,"{953CBF72-2A79-47BE-973A-21B9D2D13638}",450000,2008-09-02,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5328",5328,"{ADD88B7A-9242-4330-8E56-228852E8F218}",340000,2008-05-14,"S",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5329",5329,"{A961AD74-8663-4171-AF52-2D321159C272}",149000,2009-09-21,"S",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5330",5330,"{935DF4B0-361E-4179-A048-6A93EFC8311F}",159950,2009-10-21,"S",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5331",5331,"{7858E6CE-79A2-4B09-9D88-2B1A6E2C9E1F}",206000,2009-04-17,"D",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"5332",5332,"{F3CCA6C4-5C45-4944-9213-0186EACA4B2A}",232000,2009-12-04,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5333",5333,"{35153DF6-5D0E-4D55-A0FA-0F45383A7F7A}",260000,2008-06-06,"S",FALSE,"F","GREAT MISSENDEN","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5334",5334,"{E3D9DD36-C075-42E7-A29B-F65B4EBF6125}",240000,2009-12-18,"D",FALSE,"F","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"5335",5335,"{677FC13C-FA3B-4AAE-B124-AB7DA02E239B}",137000,2009-05-01,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5336",5336,"{A8DFA2FE-BBA5-414B-B543-838B77C534CB}",1910000,2008-08-01,"D",FALSE,"F","CHALFONT ST. GILES","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5337",5337,"{F8EBB4E8-8EB3-4436-B3B5-87740CEA1C4A}",110000,2009-10-23,"S",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5338",5338,"{413EEB3B-46ED-4785-9FE1-E4AB5351128D}",350000,2008-09-12,"D",FALSE,"F","ETCHINGHAM","ROTHER","EAST SUSSEX","A","A"
"5339",5339,"{93179F2E-831C-48E7-814A-E96B8DFF9092}",210000,2008-12-05,"S",FALSE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"5340",5340,"{1392AEBE-FC0C-4C8C-BD69-FE88A6A3A56C}",462500,2009-11-30,"S",FALSE,"F","WADHURST","WEALDEN","EAST SUSSEX","A","A"
"5341",5341,"{0403E892-6A77-4392-BB59-36DD0342F6E1}",255000,2008-10-15,"D",FALSE,"F","HARTFIELD","WEALDEN","EAST SUSSEX","A","A"
"5342",5342,"{660D8E4D-4802-455F-90DB-C9BAC13CD1A8}",175000,2008-10-30,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5343",5343,"{0F160BE6-AEA8-4091-A01A-E23268F2DC03}",130000,2009-12-10,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5344",5344,"{42DBF05E-3746-4575-B3F3-30CF0C27A20E}",125000,2008-04-28,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5345",5345,"{202B49C4-BF9A-4C08-B0E2-8CAEC6836B47}",195000,2009-02-05,"S",FALSE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"5346",5346,"{F1C77760-272E-4CE8-B5BA-02A08B463E3F}",290000,2008-01-11,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5347",5347,"{5566EF11-4F55-424C-B10E-9C74FDE6C9C1}",250000,2008-01-31,"S",FALSE,"F","CHALFONT ST. GILES","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5348",5348,"{6069A138-8FB0-499E-858D-1C5D81128F82}",70000,2008-01-18,"F",FALSE,"L","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"5349",5349,"{403750DF-487A-4AD7-9029-56C58ADA6D4B}",321000,2009-05-21,"S",FALSE,"F","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5350",5350,"{2A200A44-2835-493E-91FD-0E776AA0A5D6}",247500,2008-06-12,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"5351",5351,"{D8563E0C-5034-4ACA-BE36-3FE50A963302}",140000,2008-07-28,"S",FALSE,"F","LEIGHTON BUZZARD","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5352",5352,"{1C30EDD2-466E-46A2-B9FF-34752D621997}",445000,2008-09-05,"D",FALSE,"F","MAYFIELD","WEALDEN","EAST SUSSEX","A","A"
"5353",5353,"{DBE9B038-4BDF-4CA9-9676-6357470623A9}",390000,2009-09-11,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5354",5354,"{5311E0D3-5F79-425E-918B-DB8956BBDC1D}",210000,2008-02-07,"S",FALSE,"F","LEIGHTON BUZZARD","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5355",5355,"{8F5965CB-C2AF-4344-9AC3-2E381BFF3BA1}",955000,2009-02-16,"D",FALSE,"F","GERRARDS CROSS","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5356",5356,"{3779046A-937D-473D-B36F-E56E1FB2C698}",68000,2009-12-18,"F",FALSE,"L","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5357",5357,"{6B7041C5-2DC9-4BA1-B0EB-874843682A29}",450000,2008-08-19,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5358",5358,"{D56BE037-517B-43A1-8FB3-1757083C1117}",158000,2009-07-10,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5359",5359,"{3E8FBE61-AA35-4BD7-825B-E4024874C3FA}",234950,2009-01-30,"S",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5360",5360,"{1370B4F4-179A-4147-B974-0FB61C5BBC12}",92000,2009-12-18,"F",FALSE,"L","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5361",5361,"{4E6FDF7D-224A-4886-9146-5452DC43A252}",485000,2009-04-20,"T",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5362",5362,"{A74A260F-452E-4558-A007-4A8111BDF289}",250000,2008-05-23,"T",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"5363",5363,"{90F6BC06-FF2E-45BE-98C4-0BD5A9C362C4}",80000,2008-12-23,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5364",5364,"{72583D35-ED32-4B04-8E26-7AF7F3EB5A1F}",170000,2009-09-18,"D",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5365",5365,"{71C6C25A-70D8-4963-AFF4-2C52EF578AFF}",168000,2009-08-14,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5366",5366,"{F4BC48CD-C129-4C24-8CD5-A9F93C02DCFF}",660000,2008-04-03,"D",FALSE,"F","ROBERTSBRIDGE","ROTHER","EAST SUSSEX","A","A"
"5367",5367,"{07E1C150-88BD-454A-BBD7-6E12E127251F}",105000,2009-02-19,"F",FALSE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5368",5368,"{2CF0B880-BA7F-40BD-828F-0EC4C458700B}",320000,2008-12-16,"D",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"5369",5369,"{4F27449B-3138-4E24-94E6-5D9C38C6D674}",455000,2008-02-21,"T",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"5370",5370,"{D24FDDA5-EC16-4CCA-B1D5-A803CA0C49EE}",250000,2009-12-22,"S",FALSE,"F","BOURNE END","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5371",5371,"{97FF8986-DEE9-4452-8C3E-1636DACF47FD}",375000,2008-11-06,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"5372",5372,"{072C8201-A459-4C1D-9E25-BD6D75FD934A}",112000,2009-06-30,"T",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5373",5373,"{C3A6F70F-EA1F-437F-8043-67D36AEAD303}",239950,2008-09-19,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5374",5374,"{EF93926B-BB2C-454C-ABAF-2853734914AB}",205000,2008-08-13,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5375",5375,"{E2F79E2E-18C6-4A7E-93CD-C4CF034E298C}",250000,2009-07-31,"D",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5376",5376,"{AC1DF0C8-337A-41B7-916A-2B65AE539A41}",107500,2009-10-15,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5377",5377,"{65B660D1-7936-49FE-8980-2466F2F815FB}",265000,2008-05-16,"T",TRUE,"F","TUNBRIDGE WELLS","WEALDEN","EAST SUSSEX","A","A"
"5378",5378,"{35DE0A53-693B-4495-B7F4-7DBB31EA6D73}",274500,2009-11-25,"F",TRUE,"L","LEWES","LEWES","EAST SUSSEX","A","A"
"5379",5379,"{4CD1A5DD-EC52-41D5-9656-2A0E860D525D}",244000,2008-02-29,"T",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5380",5380,"{A18CE13F-A52E-45C6-B013-991B65A1F507}",139000,2008-02-14,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5381",5381,"{F687B95D-A402-4A79-B37E-C1745359410F}",349995,2008-05-04,"T",TRUE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5382",5382,"{6270F573-BBA3-4D05-A026-08450D70D806}",150000,2009-06-29,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5383",5383,"{3C1423F4-0A11-4A34-BE92-B46810574F30}",248000,2009-12-07,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"5384",5384,"{63299D5B-D23C-49CB-877C-E1E67181B537}",270000,2009-10-30,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5385",5385,"{B6D1A273-7B88-421D-B1A3-E0746AC66E15}",250000,2008-05-16,"D",FALSE,"F","WINCHELSEA","ROTHER","EAST SUSSEX","A","A"
"5386",5386,"{EA5B5AE6-68BE-44A6-8F70-BFB37ED3AA22}",130000,2008-08-01,"F",FALSE,"L","SEAFORD","LEWES","EAST SUSSEX","A","A"
"5387",5387,"{C22553BF-DB72-45BD-BC06-8514A08F86D7}",128000,2009-12-22,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5388",5388,"{A28EF014-794D-4FEF-A465-DB85F3302FD1}",230000,2008-01-04,"T",TRUE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"5389",5389,"{E771E734-DD1F-4915-A18E-5E4A310602EA}",2e+05,2008-12-05,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5390",5390,"{EFE38128-5804-4DC2-AD4C-06210F9B26D6}",795000,2008-04-17,"D",FALSE,"F","ROBERTSBRIDGE","ROTHER","EAST SUSSEX","A","A"
"5391",5391,"{47F0B884-D63A-4EFA-A940-DE19A037E7F8}",545000,2008-11-14,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5392",5392,"{5772AE37-0BC9-44C5-9D3E-212EE39F71D8}",121000,2009-04-07,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5393",5393,"{FBE7A605-DB28-498B-82A7-C6F32F1A7D0D}",120000,2008-03-07,"T",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5394",5394,"{E2480644-63FE-43CE-B2D4-EAC90C42FA00}",292950,2008-08-22,"F",FALSE,"L","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"5395",5395,"{7B802FE7-164C-4224-87C6-A3F386F86A8A}",168000,2009-04-17,"S",FALSE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"5396",5396,"{8E17D860-AAA0-4EBD-8D27-F79EC4F3FE98}",248000,2009-11-06,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5397",5397,"{2A289E9D-089B-CDC8-E050-A8C063054829}",150000,2009-05-28,"D",FALSE,"F","HASTINGS","ROTHER","EAST SUSSEX","A","A"
"5398",5398,"{EE410EDF-37BA-4482-B1ED-D8AF27CE565E}",195000,2008-08-14,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5399",5399,"{19D273E9-7790-4E28-8220-907129E17708}",315000,2008-05-16,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"5400",5400,"{FE710088-5EBE-4B3F-A578-9F562A828A3A}",127500,2008-07-04,"S",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5401",5401,"{9BD4D81F-57E3-461E-A7DB-DAFF84EAE8C6}",195000,2008-05-20,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5402",5402,"{609C7D61-3838-4D3F-92B5-D916FFA4F998}",575000,2008-01-25,"D",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"5403",5403,"{5F4EE2C3-DFBE-4A19-8093-586AA7B50A97}",152000,2008-11-26,"S",FALSE,"F","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"5404",5404,"{E5757520-D7A6-43A4-A166-A8AE45D99D33}",670000,2009-02-03,"D",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"5405",5405,"{350B2B8E-5EA6-4C06-8E8B-EE43FBA839DE}",140000,2008-10-31,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5406",5406,"{2A289EA1-93DB-CDC8-E050-A8C063054829}",354999,2009-03-06,"T",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"5407",5407,"{7C67DF99-C299-4E2C-9C4E-F4123655205F}",124000,2008-06-06,"F",FALSE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5408",5408,"{9A613B9E-2522-4550-8456-66E5CFD63F58}",1290000,2009-10-28,"D",FALSE,"F","BEACONSFIELD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5409",5409,"{8C5277B7-D74B-45B6-A365-392F677AD971}",248000,2009-03-20,"D",FALSE,"F","EASTBOURNE","WEALDEN","EAST SUSSEX","A","A"
"5410",5410,"{3A10064B-BF3D-4CC0-989C-AD5373A3D49A}",115000,2009-06-26,"F",FALSE,"L","LEWES","LEWES","EAST SUSSEX","A","A"
"5411",5411,"{EAAE061C-E43B-447C-99C5-448F6EECD586}",220000,2008-12-11,"D",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5412",5412,"{954A8C17-7A19-4B43-BB55-18D26CF28D12}",475000,2008-04-25,"D",FALSE,"F","PRINCES RISBOROUGH","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5413",5413,"{A66C12D1-E5AC-4A2F-986D-CB97132693E0}",540000,2009-09-04,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5414",5414,"{26F64CF3-77BA-406B-87A0-A9C83D2F3B77}",227000,2009-10-15,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5415",5415,"{5D3AD313-FB08-4191-8F5E-A8EA359D06DC}",108000,2009-06-05,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5416",5416,"{E58A7B71-F1A6-4410-A2EF-B0606133CE36}",120000,2008-10-17,"F",FALSE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5417",5417,"{49970CAD-3B25-4080-8932-E30646B2E761}",365000,2009-11-30,"F",FALSE,"L","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5418",5418,"{3E639642-AC7F-4CB4-8420-0FCB7ACDAC22}",499999,2009-12-01,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5419",5419,"{B3DCBCB6-5F4A-433F-B8DC-A1407BC197BA}",3e+05,2009-08-07,"S",FALSE,"F","ROBERTSBRIDGE","ROTHER","EAST SUSSEX","A","A"
"5420",5420,"{DA12E9A2-E607-4DCC-A915-C43120937739}",1e+05,2009-07-02,"S",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"5421",5421,"{261D903A-6C58-4B0C-B528-E665A353F956}",67000,2009-12-23,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5422",5422,"{69788981-D9D4-4827-BED9-0FCF841A24B3}",221000,2008-03-27,"T",FALSE,"F","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"5423",5423,"{F6A42FF3-16A7-483F-AB53-8ADFA854A829}",195000,2008-01-23,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5424",5424,"{E8B72B6B-4A4F-4775-87E8-E7565E96E284}",120000,2009-07-08,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5425",5425,"{9F62E890-1F6B-4077-A2C4-9954F3461D29}",285000,2008-04-15,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5426",5426,"{5D876DE9-FB43-44CB-868B-BF114E0263D5}",68000,2008-10-21,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5427",5427,"{A2884A0E-3BBA-4884-879D-D130CEAC82B1}",916000,2008-10-03,"D",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"5428",5428,"{EF4C8A16-EB5C-4FE7-808D-D67B8B98D1E2}",190000,2009-05-29,"S",TRUE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"5429",5429,"{E1461D47-1978-4DB7-9F68-37ECE92ABBCB}",134500,2009-08-28,"T",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"5430",5430,"{9A698840-A9CA-4A75-8C8A-AC528ED0B486}",216000,2008-06-27,"F",TRUE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5431",5431,"{290D9DBB-9041-42D0-A285-53A10FE3BC90}",155500,2009-11-06,"S",FALSE,"F","PEVENSEY","WEALDEN","EAST SUSSEX","A","A"
"5432",5432,"{73E0F217-63B7-4CE7-B8BE-38DA80049B5C}",172000,2008-06-11,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5433",5433,"{7CB128F3-FEEB-46EB-9416-7DC2D8D0BF7D}",280000,2008-05-09,"D",FALSE,"F","LEIGHTON BUZZARD","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5434",5434,"{F64760D0-D2AA-41F2-9801-3ABCF79E8CEE}",230000,2009-02-27,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5435",5435,"{32958A1F-1932-45F2-9498-A002B9E9D501}",101000,2009-11-30,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5436",5436,"{B4F80CDC-068D-4246-83BE-49D52C9BCCD1}",150000,2008-09-25,"F",TRUE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5437",5437,"{39733790-1701-4D4D-8FAE-C2BB7AFFCDA5}",126000,2009-07-31,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5438",5438,"{367659FF-E766-40DD-A67E-4CF3746198D9}",125000,2008-11-14,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5439",5439,"{EED091DF-2BC2-48D9-8C08-8E29A1DF8F26}",250000,2009-09-30,"T",FALSE,"F","WADHURST","ROTHER","EAST SUSSEX","A","A"
"5440",5440,"{07B2A564-8920-47C4-A8DA-7B59111060FD}",607950,2008-07-29,"D",FALSE,"F","EASTBOURNE","WEALDEN","EAST SUSSEX","A","A"
"5441",5441,"{B08A8B42-86F8-40A0-B631-DC59991D0B22}",1080000,2009-09-18,"D",FALSE,"F","GREAT MISSENDEN","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5442",5442,"{4F640F80-4DAC-4F27-9FD0-3B8F1A685DC3}",259950,2009-02-04,"S",FALSE,"F","PRINCES RISBOROUGH","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5443",5443,"{B274CA4B-8E8E-43D8-BCFA-7162899395E1}",310000,2009-12-07,"D",FALSE,"F","ST LEONARDS-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5444",5444,"{EA1FD7E1-513E-43A9-8EDE-FCDBD09D7B65}",72000,2008-09-22,"F",FALSE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5445",5445,"{FD7C42E2-A35E-45DE-92BA-9DA19C047BF2}",229950,2008-09-08,"F",FALSE,"L","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"5446",5446,"{EF9C05EB-A60B-4896-B8C5-AD55189807FF}",175000,2008-12-22,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5447",5447,"{21DBA5C8-4E4C-4ACB-8F30-608B946AA22D}",145000,2009-04-03,"T",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5448",5448,"{1D14F9CE-5656-4264-8424-CD5EBBAF5E6F}",95000,2008-08-08,"F",FALSE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5449",5449,"{836B23F2-EE34-404D-93FC-436CD22D8E47}",146500,2008-07-08,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5450",5450,"{A98EBD4F-32AC-4DC5-B1C8-13C73A7C38F9}",222000,2008-08-15,"T",FALSE,"F","ROBERTSBRIDGE","ROTHER","EAST SUSSEX","A","A"
"5451",5451,"{12DCC556-0EEA-4C44-8948-A136295E1307}",250000,2008-10-13,"S",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"5452",5452,"{9C61BB8E-9BCC-409C-8AED-66A4B96FD01C}",250000,2009-11-16,"T",FALSE,"F","HARTFIELD","WEALDEN","EAST SUSSEX","A","A"
"5453",5453,"{CF634973-0C43-4677-845B-7F50BB7E827C}",360000,2009-08-27,"S",FALSE,"F","HAYWARDS HEATH","WEALDEN","EAST SUSSEX","A","A"
"5454",5454,"{4494F2C0-762F-4A0D-9A3D-8C35C9D0D1DD}",97000,2009-09-04,"T",FALSE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5455",5455,"{7A07EB1E-1191-4EA1-9C22-65DE72D37CFF}",170000,2009-08-28,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5456",5456,"{5AC5C924-6349-4272-96FA-3343D17184A9}",249950,2008-05-08,"D",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"5457",5457,"{B5D2A8DF-FA3D-4562-A8C2-DAD8A60B413E}",475000,2008-08-06,"S",FALSE,"F","HIGH WYCOMBE","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5458",5458,"{8962886D-1C0B-46D8-B2D3-6485A2EBE911}",272500,2009-09-25,"D",TRUE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"5459",5459,"{6F7910D1-2CC7-45A1-B644-19541C10E1F3}",279950,2008-03-28,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5460",5460,"{13B33B1E-DF6A-4CD2-8054-F6A0518428CD}",215000,2009-06-08,"T",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5461",5461,"{7D367E2F-590A-468C-BB97-F33FA97E0860}",295000,2008-01-22,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5462",5462,"{0701C386-988C-46F3-8FCF-82A67F292D17}",247500,2009-10-23,"D",TRUE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"5463",5463,"{BB75C4A8-4AF7-42F2-95A4-2BA78E253666}",184950,2008-03-18,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5464",5464,"{E02FAC6D-2067-4B7B-8B06-D970E548BB13}",350000,2009-06-19,"D",FALSE,"F","CHALFONT ST GILES","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5465",5465,"{D551DA3C-B793-4201-82B0-BCC061ADEC03}",175000,2008-10-01,"T",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
