"","...1","Transaction unique identifier","Price","Date of Transfer","Property Type","Old/New","Duration","Town/City","District","County","PPDCategory Type","Record Status - monthly file only"
"10621",10621,"{2AA38BC9-33FC-4004-89D8-361E8392A1C1}",180000,2009-09-28,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10622",10622,"{24EF0431-6C80-40BE-951A-A2270F7AB46B}",218000,2008-04-24,"S",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"10623",10623,"{35341C81-ACB8-41F3-99A6-20238189812B}",2e+05,2008-12-05,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10624",10624,"{3A516623-6412-4ACC-9F3C-EB08577918A1}",218000,2009-12-16,"F",TRUE,"L","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10625",10625,"{5FAD3592-C4EA-4CB6-AB39-C4DB1BAB8B0F}",295000,2008-01-14,"T",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"10626",10626,"{F8951ECB-7424-4EDD-A904-3388E5BD81ED}",192500,2009-09-18,"T",FALSE,"F","HAYWARDS HEATH","LEWES","EAST SUSSEX","A","A"
"10627",10627,"{048F13D9-3DC8-4EE2-9FFF-652AA889639A}",160000,2008-09-26,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10628",10628,"{71A77819-E7AB-40E1-B04D-89F8E694B7DE}",210000,2009-06-25,"T",TRUE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10629",10629,"{9F60A180-972D-4E01-AF61-DCFA0F6525C0}",364000,2008-04-18,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10630",10630,"{4119D19A-8DD1-40D5-9447-61222B8DE30F}",4e+05,2008-07-15,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10631",10631,"{7E8D903E-75CF-4344-B0AF-3D4C336A9C8B}",226000,2009-11-12,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10632",10632,"{B62CE8F5-7EB0-4421-943C-6085D7D11576}",655000,2009-11-20,"D",FALSE,"F","GREAT MISSENDEN","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10633",10633,"{CF1F4280-EA1E-4010-9044-108C82BCD7B8}",86000,2008-01-25,"F",FALSE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10634",10634,"{A6BD02C2-8FD4-43E5-AB1B-623DDE7E8512}",269000,2008-03-31,"T",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10635",10635,"{483B380A-08D8-4E36-B1EC-AD8586444E58}",103500,2008-02-15,"F",FALSE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10636",10636,"{9B51775E-6FAC-47BD-B80A-BD6A646E0FA2}",260000,2008-09-19,"S",FALSE,"F","GREAT MISSENDEN","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10637",10637,"{7C3934C3-9504-4AA6-B130-75033870DE61}",320000,2008-11-03,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10638",10638,"{82BA1BF9-36F8-4E85-A5DD-5F21278194DE}",56500,2009-07-13,"F",FALSE,"L","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10639",10639,"{CC118240-1A5A-4A4A-AA9C-0C8B500C1F23}",102500,2008-08-08,"T",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10640",10640,"{9E7AF4AE-B671-408A-9479-15CD4D607507}",90500,2009-09-30,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10641",10641,"{D0C1BD86-34B6-4E32-8305-FE55905F180A}",156500,2008-01-18,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10642",10642,"{A2302208-30A1-45BF-ACE6-6E3F0CAAFF83}",158000,2009-12-17,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10643",10643,"{D9922FFF-3476-4C81-BF48-32FF1B6D2BEF}",60000,2008-09-19,"T",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10644",10644,"{F0DDDA0F-42E2-41EF-BBC6-4AB1DAF89C42}",240000,2009-11-25,"S",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10645",10645,"{8570BD7A-4B3E-4E29-8776-1D62DA500BE6}",270000,2009-05-29,"D",FALSE,"F","MAIDENHEAD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10646",10646,"{AE2629C6-B764-4D62-83D9-04C8CDC2C076}",250000,2008-07-22,"D",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10647",10647,"{A6C5198C-2625-4EAC-A730-8A3F3FD608AB}",170000,2009-12-22,"S",FALSE,"F","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"10648",10648,"{4E7DFC1A-5EFB-46CC-84C5-4FCA7EDA6F5A}",225000,2009-12-04,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10649",10649,"{70C2D704-349E-407E-8F04-82F25497BC68}",92500,2008-02-01,"F",FALSE,"L","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"10650",10650,"{A74DB5E0-B1C0-4D91-BB0B-A57240E8B41A}",525000,2008-08-29,"D",TRUE,"F","GREAT MISSENDEN","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10651",10651,"{EE61F913-4210-43D7-9268-14E7C87B1552}",145000,2008-02-29,"F",FALSE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10652",10652,"{996D8276-120C-44CC-9B1C-52C756283656}",620000,2008-04-17,"D",FALSE,"F","HENLEY-ON-THAMES","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10653",10653,"{9ED27FBA-9D04-44DC-B769-E200456F52D4}",137000,2008-07-29,"F",FALSE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10654",10654,"{0E029666-2203-4A6D-BB09-9B0A4EF1AD26}",450000,2008-09-01,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10655",10655,"{6B0BDE88-BC2D-462C-ABC5-E3D6CBC650FA}",110000,2008-08-26,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10656",10656,"{370C8F9F-1363-4A09-B1B2-EE64924C27A5}",320000,2008-04-30,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10657",10657,"{47F5FABC-97E1-44F6-AFCA-57F926C0EA1D}",337500,2009-01-30,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10658",10658,"{A9488E08-0749-4C22-857E-DE40EFE803DD}",248000,2009-08-27,"S",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10659",10659,"{722C7680-B919-4E1E-8354-F4D7096F7CE9}",239950,2009-11-27,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10660",10660,"{AEDA1403-7074-4401-BB93-B1C57DA9AFAE}",54000,2009-06-25,"F",TRUE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10661",10661,"{CC89A854-D57F-4E5D-9427-02C8973E3504}",222000,2008-02-08,"T",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"10662",10662,"{C3D8C286-31E0-465A-9F65-7A96E4B4AFAB}",115500,2009-05-08,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10663",10663,"{59DE4394-2450-4632-9B08-ABDBF4FC9897}",159950,2008-05-30,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10664",10664,"{5FE15681-5602-4D8D-B180-CCF35874A11B}",135000,2009-09-15,"S",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10665",10665,"{F59BBAB3-A269-410A-80B5-AECEC6888AFD}",3e+05,2008-03-14,"D",FALSE,"F","BRIGHTON","LEWES","EAST SUSSEX","A","A"
"10666",10666,"{63A63CD8-D162-4EF5-91D2-87F2C42C2253}",275000,2008-01-24,"S",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10667",10667,"{E58C6240-53B6-488A-9E50-DFA6073146D9}",320000,2009-11-06,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10668",10668,"{FA3E1316-513A-4B3D-BF29-1794C93347E2}",130000,2009-09-16,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10669",10669,"{7996278E-8218-4FBF-9421-3CF85F0A6F82}",153500,2008-07-25,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10670",10670,"{DFF9974F-7A0B-47B8-9881-D425703CE4DB}",247000,2009-12-22,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"10671",10671,"{755DBFEC-3593-4EB7-88C4-3689E3B503DF}",155000,2008-07-14,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10672",10672,"{29BA088F-3965-429E-AAD2-92DDED660946}",450000,2009-04-24,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10673",10673,"{1828C716-847C-48E8-809D-98D5B25A5A73}",373000,2008-01-31,"S",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"10674",10674,"{2886D233-0305-4461-800C-3DAC9587B5A6}",375000,2009-04-28,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10675",10675,"{6D03523D-728C-4222-B180-38EE6A76A2DA}",290000,2009-11-06,"T",FALSE,"F","FOREST ROW","WEALDEN","EAST SUSSEX","A","A"
"10676",10676,"{4D6FE77E-72E8-451B-B0A7-088F4C53E22A}",150000,2008-10-03,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10677",10677,"{F602AB9B-DE58-40FA-930E-2847A4F9A767}",1e+05,2009-07-16,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10678",10678,"{71E1843A-CD3B-4520-AD75-E74B86323ECF}",499950,2008-07-28,"D",FALSE,"F","PRINCES RISBOROUGH","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10679",10679,"{B490A8E8-B7A6-43C5-9CCA-7331FB42DE13}",105000,2008-01-04,"T",FALSE,"F","MAIDENHEAD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10680",10680,"{90C84AE6-A79B-4B4D-83E3-D352B0843079}",192500,2009-01-30,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10681",10681,"{8DC6C95F-6F76-48D7-A9D3-103493BF9C66}",265000,2009-07-31,"D",TRUE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10682",10682,"{1A467E67-CC28-45F4-A3C8-72DBD4B3574C}",770000,2009-07-29,"D",FALSE,"F","PRINCES RISBOROUGH","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10683",10683,"{045494AD-1A83-49CD-B34E-77CE6A41C43A}",159950,2008-01-28,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10684",10684,"{07288275-5F02-4DE8-806B-E1E5ACBD4BE6}",332000,2008-05-02,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10685",10685,"{05761FCE-4716-479C-BC3D-063AD07CA9C6}",1485000,2009-08-26,"D",FALSE,"F","CHINNOR","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10686",10686,"{2C9A903F-82EE-4395-A8AB-7C3C372C1A8D}",310000,2008-11-05,"S",TRUE,"F","TUNBRIDGE WELLS","WEALDEN","EAST SUSSEX","A","A"
"10687",10687,"{8296955E-C73B-4A25-9B3E-EC71AC4C4A56}",545000,2008-11-27,"F",TRUE,"L","BURGESS HILL","LEWES","EAST SUSSEX","A","A"
"10688",10688,"{DB8A661A-D0C9-478A-A73F-726C8511407F}",390000,2009-12-08,"D",FALSE,"F","DUNSTABLE","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10689",10689,"{29DEDB6A-8852-4665-A365-3FEEE2019DB8}",230000,2009-11-13,"D",FALSE,"F","ROBERTSBRIDGE","ROTHER","EAST SUSSEX","A","A"
"10690",10690,"{A90F6EFE-7FEC-4365-93F5-AF6760157E6F}",129000,2008-07-25,"F",FALSE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10691",10691,"{7D59A824-033E-4C60-96E2-29F55EEC6796}",229000,2009-12-16,"T",TRUE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10692",10692,"{D72E476D-0A5D-4078-BED9-3154966B84E5}",117000,2008-03-07,"F",FALSE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10693",10693,"{06E6E785-6662-4AEC-A4A8-658C59D80A8A}",204000,2009-09-07,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10694",10694,"{D6E35CC2-9511-473F-92FA-E7EFF8DA9F68}",140000,2008-04-30,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10695",10695,"{6C2835F7-CE9D-46C0-87CD-B47DF840A0F6}",150000,2008-07-28,"F",TRUE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10696",10696,"{C33DDAF2-1609-49F3-B06D-8F123864660E}",190000,2009-02-27,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10697",10697,"{CCF814CC-67B4-4830-902F-BE1385CCE574}",1250000,2008-08-08,"D",FALSE,"F","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10698",10698,"{91769C1F-83CA-4922-8618-7BDE3D5722A4}",390000,2008-01-29,"D",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10699",10699,"{DA2F15B7-ADA4-4264-B289-026C4EDECB1A}",185000,2009-10-30,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10700",10700,"{77271981-00CE-40AD-86C8-0A26943987A1}",395000,2009-08-14,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10701",10701,"{BA806468-A9AE-42FD-AFE9-E40A4EE367E2}",475000,2009-07-17,"D",FALSE,"F","GERRARDS CROSS","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10702",10702,"{678C18BD-A281-4259-B231-C687BDCA4D6E}",160000,2009-01-06,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10703",10703,"{27177ED0-AB92-452A-8529-CA732948E615}",244000,2008-02-08,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10704",10704,"{28CA4D39-3C88-485D-8136-F37EC1CF33C6}",245000,2008-06-26,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10705",10705,"{97A45F23-8FAB-43B1-BC70-B3FA830DCB7F}",107000,2009-11-30,"F",FALSE,"L","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10706",10706,"{A72DE6C8-C639-4390-9800-C0604C468DA5}",175000,2008-05-12,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10707",10707,"{98837DA2-6B00-4221-956E-06D923261A26}",245000,2009-05-01,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10708",10708,"{6CE56CB0-D70B-4AA9-9B27-8E7CBBD51C16}",150000,2009-08-28,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10709",10709,"{72A5F3F1-F8E4-470D-8B12-78987559B0DD}",185500,2008-05-23,"F",FALSE,"L","PRINCES RISBOROUGH","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10710",10710,"{B96725B4-357C-4834-894F-C68CBDA6AA9B}",237733,2008-05-23,"F",FALSE,"L","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"10711",10711,"{4C4E5327-6370-4A39-BA07-827230E164CC}",353000,2009-05-08,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10712",10712,"{03AC928B-3F0E-4030-BAEA-5A4214B15864}",223000,2008-06-20,"D",TRUE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10713",10713,"{237705B1-67BD-4E6B-908D-0AD2BD7BA09C}",250000,2008-12-01,"D",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"10714",10714,"{7523A2CA-0C90-45CB-99B2-51149E65C525}",157000,2008-01-09,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10715",10715,"{7CA24161-D100-4B6E-A95C-31285D2737E2}",1365000,2008-07-31,"D",FALSE,"F","BEACONSFIELD","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10716",10716,"{D3C19541-BDA9-452C-9769-0F915BE85253}",229950,2008-08-01,"F",FALSE,"L","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"10717",10717,"{3C83050D-C36E-48C0-9A40-4DF68A831C0E}",204500,2008-05-30,"S",TRUE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10718",10718,"{D4FAAF0D-EC26-483A-8B6A-314A849ACB57}",168000,2009-10-01,"S",FALSE,"F","LEIGHTON BUZZARD","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10719",10719,"{69402AB1-EF87-42CB-8D34-6D106C536C39}",150000,2009-12-22,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10720",10720,"{BB6B9646-A60E-410E-944E-DCDCD6E91CBB}",650000,2008-09-05,"D",FALSE,"F","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"10721",10721,"{E706E790-9BD9-4CB5-A7ED-4544D9D7B7EA}",150000,2009-12-23,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10722",10722,"{9B378846-4E67-43A7-866A-18FA75B5231C}",419999,2009-10-07,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10723",10723,"{DBA4120F-1E2C-44BD-BFE6-D06372E71AF3}",157500,2008-06-04,"F",FALSE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10724",10724,"{E3F6FBA0-F93C-4E67-A28C-3A2308F4CF51}",281000,2008-01-04,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10725",10725,"{CBB8C183-00EE-4C95-BF40-556663719431}",235000,2008-07-07,"S",FALSE,"F","MILTON KEYNES","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10726",10726,"{C72ED4A9-0777-4480-A7B2-7D20A4DC18A3}",347000,2008-03-20,"T",FALSE,"F","WADHURST","WEALDEN","EAST SUSSEX","A","A"
"10727",10727,"{C98A7C0C-1226-4183-B52F-608AC7B605B2}",440000,2008-12-04,"D",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10728",10728,"{E6CCC75F-71D6-4712-AC56-778492E115F4}",167950,2009-04-03,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10729",10729,"{5FFE3C44-7932-4CC9-AC98-EE4524EF04EA}",157000,2009-09-21,"T",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10730",10730,"{F75BA3D8-783A-485D-9FF4-9007FB7C13FD}",415000,2009-12-04,"D",FALSE,"F","GERRARDS CROSS","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10731",10731,"{CC07E24E-0374-4C2F-A1C2-D428B4229853}",210000,2009-06-02,"S",TRUE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10732",10732,"{ACB32861-9E8B-4573-8701-E74C3C9CAFD1}",317500,2009-10-09,"T",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10733",10733,"{07326FE8-95E8-47D7-A3BC-561BB58F0621}",145000,2009-04-17,"T",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"10734",10734,"{AE1D3B14-B078-407C-8811-81851E6C548D}",207000,2008-06-09,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10735",10735,"{086162D8-5D8B-46CD-AE5C-479E00E767B7}",104000,2008-01-25,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10736",10736,"{AA657897-6D6F-4DDE-9955-8FB91C153622}",278000,2009-09-15,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10737",10737,"{60A716A5-56B7-438F-8D09-8979769A1E73}",369950,2008-01-29,"D",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10738",10738,"{315F26A9-2AF2-425D-B5BC-1C6AB7A6C879}",350000,2009-10-26,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"10739",10739,"{2D013114-53DC-43E8-B5B4-7118784A4725}",135000,2008-04-03,"F",FALSE,"L","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"10740",10740,"{44E5DE7F-23D4-45A2-9C15-B1A14AFA0EBC}",450000,2009-05-19,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10741",10741,"{4EC1E0F2-6F7E-403C-B1CC-679C2F652A49}",146000,2009-12-21,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10742",10742,"{ACB030A4-14A7-456F-AA52-0963581BA9E2}",540000,2008-06-27,"D",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"10743",10743,"{C5A4C176-B5BF-47C6-8317-ADA18856697E}",360000,2009-12-17,"S",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10744",10744,"{DE08A717-8C21-4B69-B526-F6ECC02DC900}",280000,2008-11-03,"D",FALSE,"F","IVER","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10745",10745,"{058495B1-6071-4D20-9730-BA72AB374F8F}",250000,2008-03-31,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10746",10746,"{16E8FB43-5A43-4C2F-A272-76C9C30C1BFF}",243000,2008-12-15,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10747",10747,"{FF4BC927-8991-450F-8AE3-3C5D99037705}",280000,2008-10-17,"S",FALSE,"F","UXBRIDGE","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"10748",10748,"{A9000642-D005-4655-8401-0332CBB7B7AD}",280000,2009-04-17,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10749",10749,"{088A6370-55EC-431D-8170-B425876ED7C9}",230000,2009-08-25,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10750",10750,"{96304871-8D5B-4EBC-A8CC-2AA428949B03}",75000,2008-12-01,"F",FALSE,"L","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10751",10751,"{D58A10A4-AB18-4FDC-B7A7-4157D16FB426}",105000,2009-09-01,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10752",10752,"{4D236927-B444-470D-8E27-69A89C59A185}",315000,2009-12-17,"T",FALSE,"F","HASSOCKS","LEWES","EAST SUSSEX","A","A"
"10753",10753,"{B3F4D060-991A-4690-B4C5-3C613820D7CD}",174950,2009-12-04,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10754",10754,"{D19FCDF2-FC12-4381-A7BE-5F30F7A7A7FD}",147500,2009-06-05,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10755",10755,"{659591AB-AC43-4D0A-A8A6-A9348CE55254}",233750,2009-11-02,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10756",10756,"{26062A0E-8266-43FE-B341-E5C05132E94B}",77400,2008-04-03,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10757",10757,"{15418F27-8B68-4D06-AB63-BD80292F9A5F}",280000,2008-06-13,"T",TRUE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"10758",10758,"{C3193EA5-6A81-472C-89D0-70CA2AD381F2}",149000,2009-10-23,"S",FALSE,"F","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"10759",10759,"{50F0466A-64FA-475A-BDDB-4ACED4AFCB05}",182950,2008-01-28,"F",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10760",10760,"{747080EF-6A18-44CC-9245-69DECBB3A899}",167500,2009-11-30,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"10761",10761,"{B1D55C2C-0E0A-4EF7-8DA2-FC8D0283DC4D}",165000,2008-08-28,"S",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"10762",10762,"{FF4BCBAD-E9BB-4F82-B903-547270397327}",175000,2009-02-19,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"10763",10763,"{7AEDAB1E-E127-4D3B-BB97-29274DD03446}",89950,2008-06-20,"F",FALSE,"L","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"10764",10764,"{E0B85E01-A6CC-43DC-92E6-8A832F43444B}",170000,2009-05-22,"D",FALSE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"10765",10765,"{0BD7959A-41B5-43F5-B002-BCFDEA225425}",230000,2008-09-17,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"10766",10766,"{F554978A-DAC7-4E8A-8D59-E90CCA55A65C}",216000,2008-05-23,"D",FALSE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"10767",10767,"{77DD3A9C-2F7B-455E-A47F-A8A9EB28FF85}",485000,2009-08-07,"S",FALSE,"F","BEACONSFIELD","CHILTERN","BUCKINGHAMSHIRE","A","A"
"10768",10768,"{66F73B7B-9837-4782-8C38-93FBC6F776EA}",452000,2008-04-25,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
